file_name,label,mean_frequency,flatness_score,rms_energy,behavior,danger_level
Lion_1.wav,Aslan,3166.955500062881,0.06114864,0.055282537,Aggressive,High
Lion_10.wav,Aslan,850.6771619374641,1.3742417e-06,0.11865739,Passive,Low
Lion_11.wav,Aslan,1395.8341482816672,0.0068138144,0.21741132,Passive,Low
Lion_12.wav,Aslan,635.4048258714189,1.6284346e-06,0.07226507,Passive,Low
Lion_13.wav,Aslan,1605.6268620298913,4.081684e-05,0.06984172,Passive,Low
Lion_14.wav,Aslan,967.0303097934395,4.592679e-05,0.19556081,Passive,Low
Lion_15.wav,Aslan,1605.6268620298913,4.081684e-05,0.06984172,Passive,Low
Lion_16.wav,Aslan,1033.9819506217225,0.0001104109,0.15658697,Passive,Low
Lion_17.wav,Aslan,1302.9531918812822,1.5485208e-05,0.13354376,Passive,Low
Lion_18.wav,Aslan,941.4631241878393,0.0012777246,0.1670971,Passive,Low
Lion_19.wav,Aslan,1184.6783067182525,0.0054388116,0.26551446,Passive,Low
Lion_2.wav,Aslan,537.4004225436745,1.5321676e-06,0.047641452,Passive,Low
Lion_20.wav,Aslan,635.4048258714189,1.6284346e-06,0.07226507,Passive,Low
Lion_21.wav,Aslan,1214.5849030946083,0.0040201307,0.23737282,Passive,Low
Lion_22.wav,Aslan,887.9127233978611,0.00022522359,0.2015394,Passive,Low
Lion_23.wav,Aslan,1238.853868006076,0.021440607,0.13110603,Passive,Low
Lion_24.wav,Aslan,1396.5790599515828,0.00013759364,0.116687626,Passive,Low
Lion_25.wav,Aslan,1825.3686882880106,0.018439809,0.0535021,Passive,Low
Lion_26.wav,Aslan,2893.5299292757095,0.055155847,0.1558318,Aggressive,High
Lion_27.wav,Aslan,1125.6048459761475,0.0030201252,0.20147343,Passive,Low
Lion_28.wav,Aslan,1025.9737215071598,1.5611387e-06,0.06450587,Passive,Low
Lion_29.wav,Aslan,1631.2471471976435,5.3513017e-05,0.07065174,Passive,Low
Lion_3.wav,Aslan,1113.6906979151336,0.0015431858,0.11490864,Passive,Low
Lion_30.wav,Aslan,970.7027692013445,4.86452e-05,0.19828853,Passive,Low
Lion_31.wav,Aslan,1133.479123081482,0.10393559,0.19932735,Aggressive,High
Lion_32.wav,Aslan,639.7090971579638,4.314226e-05,0.17828315,Passive,Low
Lion_33.wav,Aslan,628.8339386479936,1.4129128e-05,0.1698995,Passive,Low
Lion_34.wav,Aslan,659.4444918074822,4.22666e-05,0.26301283,Passive,Low
Lion_35.wav,Aslan,1392.1012366833975,3.364685e-05,0.13953844,Passive,Low
Lion_36.wav,Aslan,3304.3112028617943,0.07954424,0.039692692,Aggressive,High
Lion_37.wav,Aslan,1488.2331874282559,0.014034272,0.03440511,Passive,Low
Lion_38.wav,Aslan,2553.4029240367113,0.0218441,0.05094418,Passive,Low
Lion_39.wav,Aslan,1861.4226042136347,0.026414016,0.027271992,Passive,Low
Lion_4.wav,Aslan,830.3995204471015,2.1952981e-05,0.19314177,Passive,Low
Lion_40.wav,Aslan,1154.7037870639062,2.2631111e-05,0.06209609,Passive,Low
Lion_41.wav,Aslan,1701.6465927315328,0.015117837,0.023863677,Passive,Low
Lion_42.wav,Aslan,770.5482064263513,1.1943245e-06,0.0507296,Passive,Low
Lion_43.wav,Aslan,1790.5401502369132,0.011815415,0.19449385,Passive,Low
Lion_44.wav,Aslan,668.2741974608809,1.5706838e-06,0.047072224,Passive,Low
Lion_45.wav,Aslan,766.2751396901073,1.0810852e-06,0.07865198,Passive,Low
Lion_46.wav,Aslan,561.7588925979793,1.3647812e-06,0.077532135,Passive,Low
Lion_47.wav,Aslan,652.0168113416287,1.0605057e-06,0.12646332,Passive,Low
Lion_48.wav,Aslan,668.2741974608809,1.5706838e-06,0.047072224,Passive,Low
Lion_49.wav,Aslan,561.7588925979793,1.3647812e-06,0.077532135,Passive,Low
Lion_5.wav,Aslan,1413.9217422001643,5.8507496e-05,0.10684407,Passive,Low
Lion_50.wav,Aslan,770.5482064263513,1.1943245e-06,0.0507296,Passive,Low
Lion_6.wav,Aslan,920.1909141447278,0.26060912,0.13013148,Aggressive,High
Lion_7.wav,Aslan,776.9564630386545,1.1003544e-06,0.06401097,Passive,Low
Lion_8.wav,Aslan,941.4631241878393,0.0012777246,0.1670971,Passive,Low
Lion_9.wav,Aslan,776.9564630386545,1.1003544e-06,0.06401097,Passive,Low
Bear_1.wav,Bear,1447.4352613892665,0.00034520513,0.14208207,Passive,Low
Bear_10.wav,Bear,1396.408311927722,2.3349954e-05,0.028173985,Passive,Low
Bear_11.wav,Bear,996.0035940547507,0.00020298395,0.037957817,Passive,Low
Bear_12.wav,Bear,1504.853969948501,1.1470921e-05,0.1311555,Passive,Low
Bear_13.wav,Bear,1249.354523913884,4.96766e-05,0.027672336,Passive,Low
Bear_14.wav,Bear,1170.0879097521993,3.948896e-05,0.022986364,Passive,Low
Bear_15.wav,Bear,1828.5026381236776,5.8832782e-05,0.023791915,Passive,Low
Bear_16.wav,Bear,1659.3528838914433,4.3906603e-05,0.010544229,Passive,Low
Bear_17.wav,Bear,1776.8261064553396,1.4619241e-05,0.011170295,Passive,Low
Bear_18.wav,Bear,1326.4473963825808,0.00011471579,0.029304527,Passive,Low
Bear_19.wav,Bear,1295.6691623508132,0.00010635825,0.022362389,Passive,Low
Bear_2.wav,Bear,1654.1552021870182,2.7525562e-05,0.014925262,Passive,Low
Bear_20.wav,Bear,1591.036355648303,4.5496734e-05,0.025796974,Passive,Low
Bear_21.wav,Bear,1261.1403897190996,1.90986e-05,0.029750574,Passive,Low
Bear_22.wav,Bear,1401.2885711620718,1.7063758e-05,0.035637606,Passive,Low
Bear_23.wav,Bear,794.4899463267708,4.4585663e-06,0.09171497,Passive,Low
Bear_24.wav,Bear,1345.0118507298941,8.916121e-05,0.0239308,Passive,Low
Bear_25.wav,Bear,1471.3533123727495,2.3795814e-05,0.009693786,Passive,Low
Bear_26.wav,Bear,1450.778689645781,6.0278784e-05,0.016833425,Passive,Low
Bear_27.wav,Bear,1554.578552000049,6.75961e-05,0.010413952,Passive,Low
Bear_28.wav,Bear,1572.9135901868924,1.3179158e-05,0.021668281,Passive,Low
Bear_29.wav,Bear,1371.8645298297936,6.329747e-06,0.03257791,Passive,Low
Bear_3.wav,Bear,1476.3581170692632,1.1418024e-05,0.0279039,Passive,Low
Bear_30.wav,Bear,1609.21033929199,5.873703e-05,0.02323522,Passive,Low
Bear_31.wav,Bear,1516.9838314899412,2.553459e-05,0.02087181,Passive,Low
Bear_32.wav,Bear,1413.9539738538645,5.1520357e-05,0.03508084,Passive,Low
Bear_33.wav,Bear,1106.2893948970077,3.3881e-05,0.015959801,Passive,Low
Bear_34.wav,Bear,1717.0465458373944,7.3176445e-05,0.024665162,Passive,Low
Bear_35.wav,Bear,1547.7274239084793,1.1331614e-05,0.013180085,Passive,Low
Bear_36.wav,Bear,1468.1884104617436,3.3200005e-05,0.010576847,Passive,Low
Bear_37.wav,Bear,1459.2036836693803,2.3861821e-05,0.027051857,Passive,Low
Bear_38.wav,Bear,1530.1647754764258,6.741281e-05,0.12391559,Passive,Low
Bear_39.wav,Bear,1219.2244719458492,0.032473695,0.10645049,Passive,Low
Bear_4.wav,Bear,1658.6441411746023,1.4498074e-05,0.029682428,Passive,Low
Bear_40.wav,Bear,924.5426152822951,0.00015438457,0.18205306,Passive,Low
Bear_41.wav,Bear,1111.8906730749543,1.7053215e-05,0.19864757,Passive,Low
Bear_42.wav,Bear,1171.2160464499884,0.12411143,0.06797938,Aggressive,High
Bear_43.wav,Bear,1165.6631522141765,1.4259319e-05,0.09197263,Passive,Low
Bear_44.wav,Bear,924.5426152822951,0.00015438457,0.18205306,Passive,Low
Bear_45.wav,Bear,872.9765794675121,1.3280193e-05,0.0731422,Passive,Low
Bear_46.wav,Bear,1069.798087609359,0.00025041818,0.10537049,Passive,Low
Bear_47.wav,Bear,1072.022940833484,0.00013293016,0.17866458,Passive,Low
Bear_48.wav,Bear,1423.7783560818154,4.4270913e-05,0.016273316,Passive,Low
Bear_49.wav,Bear,1427.2049594456173,4.1347022e-05,0.032349307,Passive,Low
Bear_5.wav,Bear,1507.3404526475654,4.495667e-05,0.036863547,Passive,Low
Bear_50.wav,Bear,1127.8467492559398,1.0992825e-05,0.03615439,Passive,Low
Bear_6.wav,Bear,1567.4456305445406,8.890922e-05,0.023719717,Passive,Low
Bear_7.wav,Bear,1230.4624828647216,5.620718e-06,0.028803967,Passive,Low
Bear_8.wav,Bear,1038.929559897007,5.3776116e-06,0.030044883,Passive,Low
Bear_9.wav,Bear,1606.8263952332818,6.093074e-05,0.034864217,Passive,Low
Cow_1.wav,Cow,1760.5852223791721,0.01828742,0.30968684,Passive,Low
Cow_10.wav,Cow,1314.397348416178,0.000104085746,0.21302539,Passive,Low
Cow_11.wav,Cow,1651.9800811047226,3.946979e-06,0.21795894,Passive,Low
Cow_12.wav,Cow,2348.9945808117836,0.02636424,0.08562569,Passive,Low
Cow_13.wav,Cow,1676.217589053669,0.00017938286,0.27686024,Passive,Low
Cow_14.wav,Cow,1013.2560391644835,0.00011879284,0.20840444,Passive,Low
Cow_15.wav,Cow,1898.0297463342363,0.011169358,0.13479178,Passive,Low
Cow_16.wav,Cow,1189.249450386035,7.3583586e-05,0.116372675,Passive,Low
Cow_17.wav,Cow,2282.9775556716363,0.022198763,0.2974486,Passive,Low
Cow_18.wav,Cow,1684.9684160106679,0.0015176733,0.07245546,Passive,Low
Cow_19.wav,Cow,1066.3203653815806,1.9402914e-05,0.12316682,Passive,Low
Cow_2.wav,Cow,2100.002299889289,0.005920056,0.18909144,Passive,Low
Cow_20.wav,Cow,1108.2344619185433,6.8777714e-05,0.14115061,Passive,Low
Cow_21.wav,Cow,2041.7578584840035,0.017162038,0.41195738,Passive,Low
Cow_22.wav,Cow,1954.78417207784,0.010716835,0.20212117,Passive,Low
Cow_23.wav,Cow,844.043970301673,4.5159086e-07,0.3052104,Passive,Low
Cow_24.wav,Cow,1526.579025742777,8.083681e-06,0.05606821,Passive,Low
Cow_25.wav,Cow,928.1367407311532,3.673253e-06,0.21806425,Passive,Low
Cow_26.wav,Cow,1207.9175344459788,4.515669e-05,0.18294804,Passive,Low
Cow_27.wav,Cow,939.5573495681109,0.002586081,0.34883296,Passive,Low
Cow_28.wav,Cow,1018.7688995539477,3.4380104e-05,0.14371003,Passive,Low
Cow_29.wav,Cow,1605.264507695101,0.0013302641,0.21986309,Passive,Low
Cow_3.wav,Cow,1243.122479972542,2.0635618e-05,0.22113556,Passive,Low
Cow_30.wav,Cow,1332.3012891388248,0.00018224854,0.22203216,Passive,Low
Cow_31.wav,Cow,1388.9621542129878,0.0021373697,0.3222746,Passive,Low
Cow_32.wav,Cow,1139.9916770839634,3.9592833e-06,0.12604262,Passive,Low
Cow_33.wav,Cow,1509.7956591716495,0.0003786191,0.27656913,Passive,Low
Cow_34.wav,Cow,1913.9369072496722,0.01064386,0.16154705,Passive,Low
Cow_35.wav,Cow,1476.4625300624728,1.8341036e-05,0.05045262,Passive,Low
Cow_36.wav,Cow,1080.8932387716027,2.1987209e-05,0.12678349,Passive,Low
Cow_37.wav,Cow,1655.0403933847915,0.00011466041,0.22188404,Passive,Low
Cow_38.wav,Cow,1385.5848131768187,0.0003660205,0.30028737,Passive,Low
Cow_39.wav,Cow,1168.448891365276,0.00065145094,0.3655676,Passive,Low
Cow_4.wav,Cow,1476.4625300624728,1.8341036e-05,0.05045262,Passive,Low
Cow_40.wav,Cow,1329.0856669751988,0.015617373,0.22325197,Passive,Low
Cow_41.wav,Cow,2336.526378167919,0.025624901,0.14871831,Passive,Low
Cow_42.wav,Cow,2336.526378167919,0.025624901,0.14871831,Passive,Low
Cow_43.wav,Cow,2766.172858273206,0.00641871,0.16035295,Passive,Low
Cow_44.wav,Cow,1897.596430114501,0.019138664,0.2417198,Passive,Low
Cow_45.wav,Cow,1238.7790943396117,4.759046e-05,0.09172578,Passive,Low
Cow_46.wav,Cow,1080.8932387716027,2.1987209e-05,0.12678349,Passive,Low
Cow_47.wav,Cow,1077.778795884898,1.2048746e-06,0.2607037,Passive,Low
Cow_48.wav,Cow,1570.7503279272933,0.003307769,0.17794757,Passive,Low
Cow_49.wav,Cow,1098.731968578793,5.035286e-05,0.17137453,Passive,Low
Cow_5.wav,Cow,2307.0672294693913,0.016869051,0.17396767,Passive,Low
Cow_50.wav,Cow,1146.955591135776,5.533756e-05,0.16555525,Passive,Low
Cow_6.wav,Cow,1812.4024220072758,8.584414e-05,0.24083188,Passive,Low
Cow_7.wav,Cow,2173.989720861852,6.763889e-05,0.14138207,Passive,Low
Cow_8.wav,Cow,869.5562290957845,0.00020040348,0.2023067,Passive,Low
Cow_9.wav,Cow,1187.1423479809137,6.2995765e-05,0.16300549,Passive,Low
inek_1.wav,Cow,1760.5852223791721,0.01828742,0.30968684,Passive,Low
